Label,Text
section,SECTION 1 Contenu de la demande de permis de construction
section,SECTION 2 Conditions à la délivrance d’un permis de construction
section,SECTION 3 Demande de solution de rechange
sous-section,Sous-section 1 Annulation d'une demande de permis de construction sans suite
sous-section,Sous-section 2 Formulaire de demande de permis de construction
sous-section,"Sous-section 3 Renseignements et documents requis lors d’une demande de permis de construction-nouvelle (PN) visant un bâtiment principal, une aire de stationnement en structure hors-sol ou un bâtiment accessoire desservant un usage principal autre qu’un usage principal de la catégorie d’usages « Habitations (H) » ou « Agriculture (A) »"
sous-section,"Sous-section 4 Renseignements et documents requis lors d’une demande de permis de construction-amélioration (PA) visant un bâtiment principal, un bâtiment agricole, une aire de stationnement en structure hors-sol ou un bâtiment accessoire desservant un usage principal autre qu’un usage principal de la catégorie d’usages « Habitations (H) »"
sous-section,Sous-section 5 Renseignements et documents requis lors d’une demande de permis construction-amélioration (PA) visant un bâtiment accessoire desservant un usage principal de la catégorie d’usages « Habitation (H) »
sous-section,Sous-section 6 Renseignements et documents additionnels requis pour les résidences privées pour aînés
sous-section,"Sous-section 7 Renseignements et documents additionnels requis pour un bâtiment, une construction ou un ouvrage implanté dans la plaine inondable"
sous-section,"Sous-section 8 Renseignement ou document additionnel requis pour un bâtiment, une construction ou un ouvrage implanté dans un milieu humide d'intérêt présumé"
sous-section,Sous-section 9 Renseignement ou document additionnel requis pour un usage sensible situé dans une aire de contraintes sonores
sous-section,Sous-section 10 Renseignements et documents additionnels requis dans une inclusion agricole ou dans la zone agricole permanente
sous-section,Sous-section 11 Renseignement ou document additionnel pour une terrasse accessoire à un usage commercial
sous-section,Sous-section 12 Renseignement ou document additionnel requis pour un terrain contaminé
sous-section,Sous-section 13 Renseignement ou document additionnel pour une construction souterraine à proximité du domaine public
sous-section,Sous-section 14 Renseignements et documents additionnels requis pour une tour de télécommunication
sous-section,Sous-section 15 Renseignement et document additionnels requis pour une installation assujettie au Règlement sur les urgences environnementales (DORS/2019-51) du gouvernement fédéral
sous-section,Sous-section 16 Renseignement et document additionnels pour la culture ou l’entreposage du cannabis
sous-section,Sous-section 17 Autre renseignement ou document additionnel requis
article,"2149. Si le requérant d’une demande de permis de construction fait défaut de déposer l’ensemble des renseignements et documents requis ou d’apporter les modifications nécessaires à un document requis, à l’intérieur d’une période de 6 mois suivant la signification par le fonctionnaire de la Ville, ce dernier annule la demande de permis et en avise, par écrit, le requérant."
article,"2150. Une demande de permis de construction doit être accompagnée du formulaire applicable, dûment complété, ainsi que des renseignements généraux exigés à la section 1 du chapitre 2."
article,"2151. Aux fins de cette sous-section, une demande de permis de construction-nouvelle (PN) concerne les travaux visant : la construction d’un nouveau bâtiment principal, d’une nouvelle aire de stationnement en structure hors-sol ou d’un nouveau bâtiment accessoire desservant un usage principal autre qu’un usage principal de la catégorie d’usages « Habitations (H) »; une transformation suffisamment importante d’un bâtiment mentionné au paragraphe 1° pour que l’espace au sous-sol, ou en l’absence de celui-ci le rez-de-chaussée, ne soient plus recouverts, à un moment donné des travaux."
article,"2152. En plus des renseignements et du document de la sous-section 2, une demande de permis de construction-nouvelle (PN) doit également être accompagnée des renseignements et des documents suivants : la fiche descriptive de projet remplie conformément à la section 2 du chapitre 2 ; un plan d’implantation réalisé conformément à la section 2 du chapitre 2, préparé par un arpenteur-géomètre, et ce, pour: la construction d’un nouveau bâtiment principal; l’agrandissement d’un bâtiment principal; la construction ou l’agrandissement d’un bâtiment accessoire; des plans architecturaux réalisés conformément à la section 2 du chapitre 2; les plans et les devis, de structure, de mécanique, de ventilation et d’électricité, incluant le réseau d’alarme incendie, et ce, pour : la construction ou l’agrandissement d’un bâtiment principal; la construction ou l’agrandissement d’un bâtiment accessoire; les plans et devis d’une infrastructure d’alimentation électrique dédiée exclusivement pour accueillir une ou plusieurs bornes de recharge pour véhicules électriques de niveau 2 (208 ou 240 volts); le document technique du fabricant d’un équipement, construction ou structure préfabriquée; le plan des gicleurs accompagné des calculs hydrauliques, lorsque requis en vertu des normes de construction applicables; une déclaration écrite établissant si le permis demandé concerne ou non un immeuble destiné à être utilisé comme résidence privée pour aînés telle que définie au deuxième alinéa de l’article 118.1 de la Loi sur l’aménagement et l’urbanisme (RLRQ, c. A-19.1); dans le cas d’une demande de permis de construction d’un bâtiment, d’une construction ou d’un équipement relatif à un poste d’essence, le plan d’implantation et les plans et devis doivent inclure la portion souterraine des travaux; un plan d’aménagement paysager du terrain réalisé conformément à la section 2 du chapitre 2."
article,"2153. Aux fins de cette sous-section, une demande de permis de construction-amélioration (PA) concerne les travaux visant la construction, l’addition, la transformation, la modification, l’agrandissement, la rénovation, la réparation ou l’entretien d’un bâtiment principal, d’une aire de stationnement en structure hors-sol ou d’un bâtiment accessoire desservant un usage principal autre qu’un usage principal de la catégorie d’usages « Habitations (H) », à l’exception des travaux visant : la construction d’un nouveau bâtiment principal; une transformation suffisamment importante d’un bâtiment mentionné au premier alinéa pour que l’espace au sous-sol, ou en l’absence de celui-ci le rez-de-chaussée, ne soient plus recouverts, à un moment donné des travaux."
article,"2154. En plus des renseignements du document de la sous-section 2, une demande de permis de construction-amélioration (PA) aux fins de l’article précédent doit également être accompagnée des renseignements et des documents suivants : la fiche descriptive de projet remplie conformément à la section 2 du chapitre 2; un plan d’implantation réalisé conformément à la section 2 du chapitre 2, préparé par un arpenteur-géomètre, et ce, pour : la construction d’un nouveau bâtiment agricole; l’agrandissement d’un bâtiment principal ou agricole; l’agrandissement d’un bâtiment accessoire; des plans architecturaux réalisés conformément à la section 2 du chapitre 2; les plans et les devis, de structure, de mécanique, de ventilation et d’électricité, incluant le réseau d’alarme incendie, et ce, pour : la construction ou l’agrandissement d’un bâtiment principal ou agricole; la construction ou l’agrandissement d’un bâtiment accessoire. le document technique du fabricant d’un équipement, construction ou structure préfabriquée; le plan des gicleurs accompagné des calculs hydrauliques, lorsque requis en vertu des normes de construction applicables; une déclaration écrite établissant si le permis demandé concerne ou non un immeuble destiné à être utilisé comme résidence privée pour aînés, telle que définie au deuxième alinéa de l’article 118.1 de la Loi sur l’aménagement et l’urbanisme (RLRQ, c. A-19.1); dans le cas d’une demande de permis de construction d’un bâtiment, d’une construction ou d’un équipement relatif à un poste d’essence, le plan d’implantation et les plans et devis doivent inclure la portion souterraine des travaux; un plan d’aménagement paysager du terrain réalisé conformément à la section 2 du chapitre 2."
article,"2155. Aux fins de cette sous-section, une demande de permis de construction-amélioration (PA) concerne les travaux visant la construction, l’addition, la transformation, la modification, l’agrandissement, la rénovation, la réparation ou l’entretien d’un bâtiment accessoire desservant un usage principal de la catégorie d’usages « Habitations (H) »."
article,"2156. En plus des renseignements et du document de la sous-section 2, une demande de permis de construction-amélioration (PA) aux fins de l’article précédent doit également être accompagnée des renseignements et des documents suivants : le plan d’implantation. Ce plan doit être réalisé par un arpenteur géomètre lorsque les travaux ou le bâtiment sont situés à l’intérieur ou à proximité de l’un ou l’autre des milieux naturels suivants : une rive; un littoral; une plaine inondable, un milieu humide d’intérêt présumé, une aire d’influence d’un milieu humide d’intérêt présumé ou un milieu humide d’intérêt et sa bande de protection délimités par une étude de caractérisation réalisée conformément aux exigences de la sous-section 8 de la section 2 du chapitre 2; un couvert forestier d’un bois et corridor forestier d’intérêt; une copie du certificat de localisation à jour; des plans architecturaux réalisés conformément à la section 2 du chapitre 2 pour un bâtiment accessoire d’une emprise au sol de plus de 18 m 2 ."
article,"2157. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, une demande de permis pour la construction, l’addition ou l’agrandissement d’un bâtiment principal occupé par une résidence privée pour aînés doit également être accompagnée des renseignements et des documents suivants : les renseignements requis pour permettre de remplir le formulaire prévu à l’article 120.1 de la Loi sur l’aménagement et l’urbanisme (RLRQ, c. A-19.1); la déclaration prévue à l’article 120.0.1 de la Loi sur l’aménagement et l’urbanisme (RLRQ, c. A-19.1) dûment complétée."
article,"2158. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, les plans de construction pour un bâtiment, une construction ou un ouvrage empiétant dans la plaine inondable doivent également être accompagnés d’une étude, signée et scellée par un ingénieur compétant en la matière, démontrant la capacité d’une structure ou partie de structure sise sous le niveau de la crue de récurrence 100 ans à résister à cette crue, en y intégrant les calculs relatifs à : l’imperméabilisation; la stabilité des structures; l’armature nécessaire; la capacité de pompage pour évacuer les eaux d’infiltration; la résistance du béton à la compression et à la tension."
article,"2159. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, une demande visant à permettre un bâtiment, une construction ou un ouvrage dans un « milieu humide d’intérêt présumé » ou une « aire d'influence d'un milieu humide d'intérêt présumé » doit également être accompagnée d’un plan d’implantation de la zone de travaux illustrant : l’emplacement d’une clôture délimitant cette zone, conformément à la sous-section 6 de la section 2 du chapitre 7 du titre 5; l’emplacement d’une barrière à sédiments, lorsque celle-ci est requise en vertu à la sous-section 6 de la section 2 du chapitre 7 du titre 5."
article,"2160. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, lorsque les travaux visent un usage sensible situé en tout ou en partie dans une aire de contraintes sonores reliée à une infrastructure routière ou ferroviaire délimitée à la section 7 du chapitre 8 du titre 5 et que ces travaux sont assujettis à cette même section, la demande doit également être accompagnée d’une étude acoustique réalisée conformément à la section 2 du chapitre 2."
article,"2161. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, lorsque les travaux visent un bâtiment destiné à de l’élevage ou à de l’entreposage des engrais de ferme dans une inclusion agricole ou dans la zone agricole permanente, la demande doit également être accompagnée des renseignements et des documents suivants : un document comprenant les renseignements suivants : le nom, le prénom et les coordonnées de l’exploitant agricole; le groupe ou la catégorie d’animaux ainsi que le nombre d’unités animales correspondantes; le mode de gestion des engrais de ferme, soit une gestion solide ou une gestion liquide, ainsi que la capacité d’entreposage; le type de toiture sur le lieu d’entreposage des engrais de ferme; le type de ventilation du bâtiment agricole; un plan à l’échelle, préparé par un professionnel compétent en la matière, indiquant : les points cardinaux; l’emplacement du terrain faisant l’objet de la demande de permis et son identification cadastrale; l’emplacement des puits individuels et des prises d’eau potable; les limites d’un terrain sur lequel des engrais de ferme sont épandus; l’emplacement du bâtiment d’élevage, de l’installation d’élevage, du lieu d’entreposage et des autres bâtiments existants sur le terrain et la distance entre : un bâtiment non agricole situé à l’intérieur du périmètre établi en vertu de la section 2 du chapitre 5 du titre 6 relatif à la détermination des distances séparatrices; un lieu d’entreposage d’engrais de ferme; l’endroit où les engrais de ferme sont épandus; les voies de circulation; les cours d’eau; un rapport, préparé par un agronome ou un ingénieur compétent en la matière, démontrant et attestant de la conformité du projet aux normes concernant la détermination des distances séparatrices de la section 2 du chapitre 5 du titre 6."
article,"2162. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, lorsque les travaux visent un projet non agricole sur un terrain situé dans une inclusion agricole ou dans la zone agricole permanente, la demande doit également être accompagnée des renseignements et des documents suivants, selon le cas applicable : une copie de l’autorisation délivrée par la CPTAQ de protection du territoire agricole à l’égard des travaux faisant l’objet de la demande de permis; une copie de l’avis de conformité délivré par la CPTAQ à l’égard des travaux faisant l’objet de la demande de permis; une preuve écrite démontrant que le délai prévu à l’article 32 de la Loi sur la protection du territoire et des activités agricoles (RLRQ, c. P-41.1) est écoulé. Le premier alinéa s’applique uniquement dans les cas où l’obtention d’une autorisation ou la production d’une déclaration est requise en vertu de la Loi sur la protection du territoire et des activités agricoles (RLRQ, c. P-41.1) ou les règlements édictés sous son empire. Lorsque la demande de permis concerne un bâtiment occupé ou destiné à être occupé par un immeuble protégé ou une maison d’habitation, la demande doit être accompagnée d’un document, préparé par ingénieur compétent en la matière ou un agronome, attestant de la conformité du projet aux normes concernant la détermination des distances séparatrices de la section 2 du chapitre 5 du titre 6."
article,"2163. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, une demande visant une terrasse accessoire à un usage commercial qui empiète sur une aire de stationnement doit également être accompagnée d’une autorisation écrite du propriétaire."
article,"2164. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, lorsque les travaux visent un terrain ou une partie de terrain inscrit sur la liste des terrains contaminés constituée par la Ville en application de l’article 31.68 de la Loi sur la qualité de l’environnement (RLRQ, c. Q-2), la demande de permis de construction doit être accompagnée d’une attestation d’un expert visé à l’article 31.65 de cette loi établissant que les travaux projetés sont compatibles avec les dispositions du plan de réhabilitation approuvé par le ministre responsable."
article,"2165. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, une demande concernant une construction souterraine à proximité du domaine public doit également être accompagnée d’un plan d’implantation et de coupes transversale et longitudinale, réalisé par un ingénieur compétent en la matière, localisant et illustrant le mur berlinois par rapport aux limites de propriétés et du domaine public."
article,"2166. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, une demande visant une antenne de télécommunication doit également être accompagnée des renseignements et des documents suivants : un plan d’implantation réalisé conformément à la section 2 du chapitre 2, préparé par un arpenteur-géomètre, illustrant : les dimensions exactes du terrain; la projection au sol des bâtiments existants et ceux projetés; la projection au sol des bâtis d’antenne et des antennes existants et ceux projetés; la distance entre les bâtiments existants et ceux projetés par rapport aux lignes de terrain; la distance entre les bâtis d’antenne et les antennes existants et ceux projetés par rapport aux lignes de terrain; les accès existants à la rue et ceux projetés; les aires de stationnement existantes et celles projetées; les aires de chargements et de manœuvre; la localisation d’un obstacle et d’une ligne de transmission électrique, téléphonique ou de câblodistribution; une servitude existante ou à créer; la localisation des arbres et aménagements paysagers existants et ceux projetés; les clôtures ceinturant le périmètre de l’antenne et de ses installations; les plans, préparés par un professionnel compétent en la matière, illustrant les élévations détaillées des bâtiments ou agrandissements projetés, de même que les matériaux de parement extérieur proposés; les plans, préparés par un professionnel compétent en la matière, illustrant les élévations détaillées des bâtis d’antenne et des antennes projetés, de même que les matériaux et couleurs proposés; une simulation visuelle par photo montage, à l’échelle, illustrant le bâti d’antenne et les antennes projetés dans son environnement; un rapport, préparé par un professionnel compétent en la matière, indiquant : les exigences techniques minimales et l’aire potentielle d’implantation du bâti d’antenne pour satisfaire aux besoins des télécommunications; les ouvrages et les constructions existants qui ont été envisagés comme support alternatif d’antenne et les motifs justifiant leur rejet."
article,"2167. En plus des renseignements et des documents des autres sous-sections, une demande concernant une installation assujettie au Règlement sur les urgences environnementales (DORS/2019-51) du gouvernement fédéral doit également être accompagnée d’une déclaration à cet effet."
article,"2168. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, lorsque les travaux visent la construction ou l’agrandissement d’un bâtiment destiné à la culture du cannabis ou à son entreposage, la demande de permis de construction doit être accompagnée d’une attestation, préparée par un professionnel compétent en la matière, confirmant le respect de la section 5 du chapitre 1 du titre 4."
article,"2169. En plus des renseignements et des documents des autres sous-sections, selon le cas applicable, la demande doit également être accompagnée de tout autre renseignement ou document nécessaire pour s’assurer du respect de ce règlement ou de tout autre règlement de la Ville ou pour des raisons de sécurité des biens et des personnes."
sous-section,Sous-section 1 Conditions générales à la délivrance d’un permis de construction
sous-section,Sous-section 2 Conditions particulières de délivrance d’un permis de construction
sous-section,Sous-section 3 Obligation de fournir un certificat de localisation
sous-section,Sous-section 4 Obligation de fournir une attestation pour l’installation électrique et les bornes de recharge pour véhicules électriques
article,"2170. Le fonctionnaire de la Ville délivre le permis de construction si les conditions suivantes sont respectées : la demande est conforme à ce règlement ou si elle n’est pas conforme à l’une de ses dispositions, une résolution encore valide approuvant, selon le cas applicable, une exemption à l’obligation de fournir et de maintenir les cases de stationnement requises, une dérogation mineure ou un PPCMOI permettant de déroger à cette disposition a été adoptée par le Comité exécutif de la Ville; la demande est conforme au PIIA approuvé par le Comité exécutif pour le terrain concerné et la résolution de cette approbation est encore valide; la demande est conforme à la résolution encore valide du Comité exécutif de la Ville autorisant l’exercice de l’usage conditionnel sur le terrain concerné; la demande est accompagnée de tous les renseignements, plans et documents requis; le tarif pour l’obtention du permis a été payé, conformément au chapitre 17; le tarif relatif à l’évaluation des terrains aux fins de l’application du chapitre 7 relatif à la contribution aux fins de parcs, de terrains de jeux et d’espaces naturels a été payé conformément au chapitre 17; les exigences prévues au chapitre 7 relatif à la contribution aux fins de parcs, de terrains de jeux et d’espaces naturels sont satisfaites et approuvées par le Comité exécutif de la Ville; le contrat de cession ou l’engagement à céder les servitudes dont la Ville sera bénéficiaire a été signé; le versement de la compensation relative au chapitre 8 a été effectué. Les conditions des paragraphes 3° à 6° du premier alinéa ne s’appliquent pas à une demande de permis de construction déposée par ou pour la Ville."
article,"2171. À l’intérieur du périmètre d’urbanisation, aucun permis de construction-nouvelle (PN), au sens de l’article 2151, ne peut être délivré, à moins que : le terrain sur lequel doit être érigé chaque bâtiment principal projeté, y compris ses bâtiments accessoires, ne forme un seul lot distinct conforme à ce règlement, autre qu’un lot transitoire, ou, s'il n'y est pas conforme, soit protégé par des droits acquis, conformément au chapitre 2 du titre 9; les services d’aqueduc et d’égout ayant fait l’objet d’une autorisation ou d’un permis délivré en vertu de la loi ne soient établis sur la rue en bordure de laquelle le bâtiment principal est projeté, que le règlement décrétant leur installation ne soit en vigueur ou qu’une entente ne soit conclue entre un requérant et la Ville en vertu du Règlement numéro L-12400 remplaçant le règlement L-11696 concernant les ententes portant sur la réalisation de travaux relatifs aux infrastructures et aux équipements municipaux et sur la prise en charge ou le partage des coûts relatifs à ces travaux. le terrain sur lequel doit être érigé le bâtiment principal projeté ne soit adjacent à une rue publique ou à une rue privée conforme aux exigences du chapitre 3 du titre 3. En faisant les adaptations nécessaires, les paragraphes 1° et 3° du premier alinéa s’appliquent également à un bâtiment accessoire situé sur un terrain qui n’est pas occupé par un bâtiment principal, conformément à la section 4 du chapitre 2 du titre 5, alors que le paragraphe 2° de ce premier alinéa s’applique aussi à un bâtiment accessoire qui nécessite une alimentation en eau potable ou une épuration des eaux usées. La condition du paragraphe 2° du premier alinéa ne s’applique pas à : un permis de construction-nouvelle (PN), au sens du paragraphe 2° du premier alinéa de l’article 2151, concernant un bâtiment principal situé sur un terrain adjacent à une rue existante à la date d’entrée en vigueur de ce règlement La date d'entrée en vigueur de ce règlement est le 11 novembre 2022. et si les travaux de transformation visés par ce permis ne font pas en sorte que la fondation d’origine de ce bâtiment doit être détruite. Dans ce cas, les projets d'alimentation en eau potable et d'épuration des eaux usées de ce bâtiment doivent être conformes à la Loi sur la qualité de l'environnement (RLRQ, c. Q-2) et aux règlements édictés sous son empire; à un bâtiment principal situé sur un terrain adjacent à une rue existante à la date d’entrée en vigueur de ce règlement ou sur une île autre que l’île Jésus faisant partie d’un type de milieux T1.2. Dans ces cas, les projets d'épuration des eaux usées conformes à la Loi sur la qualité de l'environnement (RLRQ, c. Q-2) et aux règlements édictés sous son empire ou aux règlements municipaux portant sur le même objet sont autorisés, conditionnellement à ce que le service d’aqueduc ayant fait l’objet d’une autorisation ou d’un permis délivré en vertu de la loi soit déjà établi sur la rue en bordure de laquelle ce bâtiment est projetée, que le règlement décrétant son installation soit en vigueur ou qu’une entente soit conclue entre un requérant et la Ville en vertu du Règlement numéro L-12400 remplaçant le règlement L-11696 concernant les ententes portant sur la réalisation de travaux relatifs aux infrastructures et aux équipements municipaux et sur la prise en charge ou le partage des coûts relatifs à ces travaux. Le troisième alinéa s’applique également, en faisant les adaptations nécessaires, à un bâtiment accessoire nécessitant une alimentation en eau potable ou une épuration des eaux usées. Cet article ne s’applique pas aux bâtiments agricoles ou à toutes autres constructions pour fins agricoles sur des terres en culture."
article,"2172. À l’extérieur du périmètre d’urbanisation, aucun permis de construction ne peut être délivré, à moins que : le terrain sur lequel doit être érigé chaque bâtiment principal, y compris ses bâtiments accessoires, ne forme un seul lot distinct conforme à ce règlement, autre qu’un lot transitoire, ou qui, s'il n'y est pas conforme, est protégé par des droits acquis conformément au chapitre 2 du titre 9; les services d'aqueduc et d'égout ayant fait l'objet d'une autorisation ou d'un permis délivré en vertu de la loi ne soient établis sur la rue en bordure de laquelle le bâtiment principal est projeté ou que le règlement décrétant leur installation ne soit en vigueur; dans le cas où les services d'aqueduc et d'égout ne sont pas établis sur la rue en bordure de laquelle un bâtiment principal est projeté, que le règlement décrétant leur installation n'est pas en vigueur ou qu’une entente n’est pas conclue entre un requérant et la Ville en vertu du Règlement numéro L-12400 remplaçant le règlement L-11696 concernant les ententes portant sur la réalisation de travaux relatifs aux infrastructures et aux équipements municipaux et sur la prise en charge ou le partage des coûts relatifs à ces travaux , les projets d'alimentation en eau potable et d'épuration des eaux usées du bâtiment à être érigée sur le terrain ne soient conformes à la Loi sur la qualité de l'environnement (RLRQ, c. Q-2) et aux règlements édictés sous son empire; le terrain sur lequel doit être érigé le bâtiment principal projeté ne soit adjacent à une rue publique ou à une rue privée conforme aux exigences du chapitre 3 du titre 3. En faisant les adaptations nécessaires, les paragraphes 1° et 4° du premier alinéa s’appliquent également à un bâtiment accessoire situé sur un terrain qui n’est pas occupé par un bâtiment principal, conformément à la section 4 du chapitre 2 du titre 5, alors que les paragraphes 2° et 3° de ce premier alinéa s’appliquent aussi à un bâtiment accessoire qui nécessite une alimentation en eau potable ou une épuration des eaux usées. Cet article ne s’applique pas aux bâtiments agricoles ou à toutes autres constructions pour fins agricoles sur des terres en culture."
article,"2173. Lorsqu’un service d’aqueduc ou d’égout est établi sur la rue en bordure de laquelle un nouveau bâtiment principal est projeté, celui-ci devra obligatoirement être raccordé à ce ou ces services, selon le cas. Un bâtiment principal existant au moment de l’entrée en vigueur de ce règlement La date d'entrée en vigueur de ce règlement est le 11 novembre 2022. doit, selon le cas: être raccordé au service d’aqueduc ou d’égout lorsque ce ou ces services sont établis sur la rue adjacente au terrain qu’il occupe; remplacer l’ouvrage de captage des eaux souterraines ou le système d’évacuation et de traitement des eaux usées lorsque celui-ci est défectueux. Cet article ne s’applique pas aux bâtiments agricoles ou à toutes autres constructions pour fins agricoles sur des terres en culture."
article,2174. Un nouveau bâtiment principal compris dans un projet intégré devra obligatoirement être raccordé aux services d’aqueduc et d’égout.
article,"2175. Lorsqu’une demande de permis vise des travaux de construction ou de rénovation requérant un permis de type « construction-nouvelle (PN) » sur une construction dérogatoire protégée par droits acquis, le requérant doit déposer un rapport signé et scellé par un évaluateur agréé confirmant que, lors du sinistre ayant eu lieu ou lors de la réalisation des travaux visés par la demande, la construction : n’a pas été démolie ou sinistrée au point qu’elle ait perdu plus de 50 % de sa valeur marchande, telle qu’elle était le jour précédant la démolition ou les dommages subis; ne sera pas transformée ou rénovée de façon à perdre, au courant des travaux, plus de 50 % de sa valeur marchande, telle qu’elle était le jour où la demande de permis de construction a été déposée à la Ville ou, en l’absence d’une telle demande, le jour précédant le début des travaux."
article,"2176. Dans un « milieu humide d’intérêt présumé » ou une « aire d'influence d'un milieu humide d'intérêt présumé », les conditions suivantes doivent être respectées lors de la délivrance d’un permis de construction : les interventions projetées respectent la réglementation municipale; l’attestation de conformité de l’étude de caractérisation, lorsque celle-ci est requise en vertu à la sous-section 4 de la section 2 du chapitre 7 du titre 5, a été délivrée par le fonctionnaire de la Ville conformément à la section 3 du chapitre 9; l’attestation de conformité du plan de restauration, lorsque celui-ci est requis en vertu de la sous-section 3 de la section 2 du chapitre 9, a été délivrée par le fonctionnaire de la Ville conformément à la à la section 3 du chapitre 9."
article,"2177. Dans le couvert forestier d’un bois ou d’un corridor forestier d’intérêt, aucun permis de construction pour la construction ou l’agrandissement d’un bâtiment principal occupé par un usage principal de la catégorie d’usages « Habitation (H) » ou pour la construction ou l’agrandissement d’une construction, d’un équipement ou d’un ouvrage qui lui est accessoire ne peut être délivré, à moins que la superficie du lot destiné à être occupé ou occupé par ce bâtiment, cette construction, cet équipement ou cet ouvrage soit d’au moins 2 500 m 2 ."
article,"2178. Sur une île autre que l’île Jésus située à l’intérieur d’un type de milieux T1.2, aucun permis de construction pour la construction ou l’agrandissement d’un bâtiment principal ou pour la construction ou l’agrandissement d’une construction, d’un équipement ou d’un ouvrage qui lui est accessoire ne peut être délivré, à moins que la superficie du lot destiné à être occupé ou occupé par ce bâtiment, cette construction, cet équipement ou cet ouvrage soit d’au moins 4 000 m 2 ."
article,"2179. Dans le cas où le permis de construction vise un bâtiment faisant partie d’un PIIA approuvé par le Comité exécutif de la Ville dans le cadre d’une demande de permis de lotissement, l’implantation de ce bâtiment et l’aménagement du terrain doivent être conformes à ce PIIA au moment du dépôt de la demande de permis de construction."
article,"Dans le cas où la demande concerne un permis de construction sur un terrain ayant fait l’objet d’un plan de réhabilitation, le fonctionnaire de la Ville délivre le permis si un expert visé par la Loi sur la qualité de l’environnement (RLRQ, c. Q-2) a fourni une attestation établissant que le projet pour lequel le permis est demandé est compatible avec les dispositions du plan de réhabilitation approuvé par le ministre responsable à l’égard du terrain contaminé."
article,"Lorsque le permis de construction concerne une résidence privée pour aînés, le fonctionnaire de la Ville délivre le permis si le requérant a remis au fonctionnaire de la Ville la déclaration prévue à l’article 120.0.1 de la Loi sur l’aménagement et l’urbanisme (RLRQ, c A-19.1)."
article,"2182. La délivrance de permis pour la construction d’habitations formant un ensemble de bâtiments jumelés ou contigus dans les types de milieux T3.3, T3.4, T4.2, T4.3 et T4.4 doit se faire simultanément, à l'exception des cas suivants : le remplacement d'un bâtiment existant par un nouveau; la construction d’un bâtiment qui s'appuie sur un mur mitoyen ou partagé déjà construit."
article,"2183. Le détenteur d’un permis de construction doit fournir un certificat de localisation après la réalisation des travaux, dans les cas suivants : de la construction d’un nouveau bâtiment principal ou d’un nouveau bâtiment agricole destiné à la garde, au dressage et à l’élevage d’animaux; de l’agrandissement d’un bâtiment principal ou d’un bâtiment agricole servant à la garde, au dressage et à l’élevage d’animaux; de la construction d’un nouveau bâtiment accessoire dont la construction nécessite un permis en vertu de ce règlement. Dans les cas visés au premier alinéa, le certificat de localisation doit être remis à la Ville dans les 60 jours suivant la fin des travaux."
article,"2184. Le détenteur d’un permis de construction doit fournir après la construction d’un nouveau bâtiment principal une attestation d’un maître-électricien, membre de la Corporation des maîtres-électriciens du Québec lorsque la loi l’autorise, ou d’un ingénieur qui confirme que la sous-section 2 de la section 2 du chapitre 4 du titre 4 et la sous-section 17 de la section 4 du chapitre 5 du titre 5 en matière d’infrastructure d’alimentation électrique pour les bornes de recharge pour véhicules électriques et de bornes de recharge pour véhicules électriques sont respectées."
article,2185. Quiconque souhaite proposer à l’autorité compétente des mesures différentes ou des solutions de rechange doit fournir des documents qui satisfont aux exigences de la présente section afin de démontrer la conformité de ces mesures ou solutions au CCQ.
article,"2186. Les documents mentionnés à l’article précédent doivent comprendre : les descriptions de l’usage existant et de l’usage projeté du bâtiment ou de la partie de bâtiment visé par la demande; le formulaire « solution de rechange aux normes de construction »; une analyse décrivant les méthodes d’analyse et les justifications permettant de déterminer que la solution de rechange proposée permettra d’atteindre le niveau de performance exigé par le CCQ. L’analyse doit notamment comprendre les objectifs, énoncés fonctionnels et solutions acceptables qui s’appliquent, de même qu’une hypothèse, un facteur limitatif ou restrictif, une procédure de mise à l’essai, une étude technique ou un paramètre de performance du bâtiment permettant de soutenir une évaluation de la conformité; des renseignements sur une exigence d’entretien ou d’exploitation spéciale, y compris une exigence liée à la mise en service d’une composante d’un bâtiment, nécessaire afin que la mesure différente ou la solution de rechange soit conforme au CCQ une fois le bâtiment construit."
article,"2187. L’analyse du CCQ mentionnée au paragraphe 3° du premier alinéa de l’article précédent doit comprendre les objectifs, les énoncés fonctionnels et les solutions acceptables qui s’appliquent, de même qu’une hypothèse, facteur limitatif ou restrictif, procédure de mise à l’essai, étude technique ou paramètre de performance du bâtiment permettant de soutenir une évaluation de la conformité au CCQ."
article,"2188. L’analyse du CCQ mentionnée au paragraphe 3° du premier alinéa de l’article 2186 doit comprendre des renseignements sur la compétence, l’expérience et les antécédents de la personne ou des personnes responsables de la conception proposée."
